region_bld,arch,eneff,value
C-WEU-FRA,sfh,s1,0.9973696850000001
C-WEU-FRA,sfh,s2,0.9973696850000001
C-WEU-FRA,sfh,s3,0.9973696850000001
C-WEU-FRA,sfh,s51_std,0.9973696850000001
C-WEU-FRA,sfh,s52_low,0.9973696850000001
C-WEU-FRA,sfh,sr11_std,0.9973696850000001
C-WEU-FRA,sfh,sr12_low,0.9973696850000001
C-WEU-FRA,sfh,sr21_std,0.9973696850000001
C-WEU-FRA,sfh,sr22_low,0.9973696850000001
C-WEU-FRA,sfh,sr31_std,0.9973696850000001
C-WEU-FRA,sfh,sr32_low,0.9973696850000001
C-WEU-GRC,inf,ns,1.0
C-WEU-GRC,mfh,s1,1.0
C-WEU-GRC,mfh,s2,1.0
C-WEU-GRC,mfh,s3,1.0
C-WEU-GRC,mfh,s51_std,1.0
C-WEU-GRC,mfh,s52_low,1.0
C-WEU-GRC,mfh,sr11_std,1.0
C-WEU-GRC,mfh,sr12_low,1.0
C-WEU-GRC,mfh,sr21_std,1.0
C-WEU-GRC,mfh,sr22_low,1.0
C-WEU-GRC,mfh,sr31_std,1.0
C-WEU-GRC,mfh,sr32_low,1.0
C-WEU-GRC,sfh,s1,1.0
C-WEU-GRC,sfh,s2,1.0
C-WEU-GRC,sfh,s3,1.0
C-WEU-GRC,sfh,s51_std,1.0
C-WEU-GRC,sfh,s52_low,1.0
C-WEU-GRC,sfh,sr11_std,1.0
C-WEU-GRC,sfh,sr12_low,1.0
C-WEU-GRC,sfh,sr21_std,1.0
C-WEU-GRC,sfh,sr22_low,1.0
C-WEU-GRC,sfh,sr31_std,1.0
C-WEU-GRC,sfh,sr32_low,1.0
C-WEU-IRL,inf,ns,1.0
C-WEU-IRL,mfh,s1,1.0
C-WEU-IRL,mfh,s2,1.0
C-WEU-IRL,mfh,s3,1.0
C-WEU-IRL,mfh,s51_std,1.0
C-WEU-IRL,mfh,s52_low,1.0
C-WEU-IRL,mfh,sr11_std,1.0
C-WEU-IRL,mfh,sr12_low,1.0
C-WEU-IRL,mfh,sr21_std,1.0
C-WEU-IRL,mfh,sr22_low,1.0
C-WEU-IRL,mfh,sr31_std,1.0
C-WEU-IRL,mfh,sr32_low,1.0
C-WEU-IRL,sfh,s1,1.0
C-WEU-IRL,sfh,s2,1.0
C-WEU-IRL,sfh,s3,1.0
C-WEU-IRL,sfh,s51_std,1.0
C-WEU-IRL,sfh,s52_low,1.0
C-WEU-IRL,sfh,sr11_std,1.0
C-WEU-IRL,sfh,sr12_low,1.0
C-WEU-IRL,sfh,sr21_std,1.0
C-WEU-IRL,sfh,sr22_low,1.0
C-WEU-IRL,sfh,sr31_std,1.0
C-WEU-IRL,sfh,sr32_low,1.0
C-WEU-ITA,inf,ns,1.0
C-WEU-ITA,mfh,s1,1.0
C-WEU-ITA,mfh,s2,1.0
C-WEU-ITA,mfh,s3,1.0
C-WEU-ITA,mfh,s51_std,1.0
C-WEU-ITA,mfh,s52_low,1.0
C-WEU-ITA,mfh,sr11_std,1.0
C-WEU-ITA,mfh,sr12_low,1.0
C-WEU-ITA,mfh,sr21_std,1.0
