region_bld,region_gea,urt,clim,mat,arch,yr_con,bld_age,value
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,mfh,2020,p3,0.030378222836657816
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1945,p1,0.13754419130634035
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1960,p2,0.08513162769625342
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1980,p2,0.2790112517847468
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,sfh,2000,p3,0.18045371121786336
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,sfh,2010,p3,0.07573658315217652
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,sfh,2015,p3,0.01298947987512535
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,sfh,2020,p3,0.030378222836657816
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,mfh,1945,p1,0.022480234649239147
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,mfh,1960,p2,0.030384490260203248
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,mfh,1980,p2,0.082304546820988
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,mfh,2000,p3,0.04629976666398925
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,mfh,2010,p3,0.01210819061544078
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,mfh,2015,p3,0.001611467723643673
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,mfh,2020,p3,0.0035662353973320003
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,sfh,1945,p1,0.022480234649239147
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,sfh,1960,p2,0.030384490260203248
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,sfh,1980,p2,0.082304546820988
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,sfh,2000,p3,0.04629976666398925
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,sfh,2010,p3,0.01210819061544078
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,sfh,2015,p3,0.001611467723643673
C-EEU-HUN,EEU,rur,Zone_5A Cool Humid,perm,sfh,2020,p3,0.0035662353973320003
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1945,p1,0.1331079659576693
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1960,p2,0.0823858695426531
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1980,p2,0.27001227643016285
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2000,p3,0.17463352120937736
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2010,p3,0.07329384422725085
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2015,p3,0.012570528995842184
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2020,p3,0.02939843124447484
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1945,p1,0.1331079659576693
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1960,p2,0.0823858695426531
C-EEU-HUN,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1980,p2,0.27001227643016285
